# vostok matching ledger - generated by vostok.ledger.store. DO NOT hand-edit.
#   one row per target function; the derived roster is rebuilt from report.json
#
#   cur    fuzzy % in this build (noisy under LTCG/ICF)
#   max    peak for THIS source body (`hash`); resets only when `hash` changes.
#          Campaign goal: drive every max to 100.
#   hist   all-time peak; NEVER resets. hist > max = we had it better once.
#   tries  matcher dispatches that included this function (high = hard to match).
#          It moves ONLY when someone runs `vostok ledger tried` - a build that
#          changes the body does NOT bump it.
#   hash   12 hex chars of the function's own source body. Module/TU context is
#          deliberately excluded - it is diagnosis, not a gate.
#   cls    MATCH (statements identical) | SIZE (same count+geometry, bytes
#          differ) | QUANTITY (counts differ) | SPLIT (counts equal, unpairable)
#   status done (max>=100) | inprogress | blocked (something missing) |
#          parked (failed to raise it further)
mangled	unit	module	status	cls	cur	max	hist	tries	size	flags	hash	note
??$async_receive@Vmutable_buffers_1@asio@boost@@V?$io_op@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@Vhandshake_op@detail@ssl@23@V?$bind_t@XV?$mf4@XVlogin_client_impl@network@vostok@@ABVerror_code@system@boost@@ABV?$function@$$A6AXW4handshaking_error_types_enum@vostok@@@Z@6@I_N@_mfi@boost@@V?$list5@V?$value@PAVlogin_client_impl@network@vostok@@@_bi@boost@@U?$arg@$00@3@V?$value@V?$function@$$A6AXW4handshaking_error_types_enum@vostok@@@Z@boost@@@23@V?$value@I@23@V?$value@_N@23@@_bi@3@@_bi@3@@detail@ssl@23@@win_iocp_socket_service_base@detail@asio@boost@@QAEXAAUbase_implementation_type@0123@ABVmutable_buffers_1@23@HV?$io_op@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@Vhandshake_op@detail@ssl@23@V?$bind_t@XV?$mf4@XVlogin_client_impl@network@vostok@@ABVerror_code@system@boost@@ABV?$function@$$A6AXW4handshaking_error_types_enum@vostok@@@Z@6@I_N@_mfi@boost@@V?$list5@V?$value@PAVlogin_client_impl@network@vostok@@@_bi@boost@@U?$arg@$00@3@V?$value@V?$function@$$A6AXW4handshaking_error_types_enum@vostok@@@Z@boost@@@23@V?$value@I@23@V?$value@_N@23@@_bi@3@@_bi@3@@1ssl@23@@Z	boost/asio/detail/win_iocp_socket_service_base.hpp	boost	done	MATCH	100	100	100	0	427		737da758ce73	
??$async_receive@Vmutable_buffers_1@asio@boost@@V?$read_op@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@Vmutable_buffers_1@23@Vtransfer_all_t@detail@23@V?$bind_t@XV?$mf3@XVlogin_client_impl@network@vostok@@ABV?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@@Z@boost@@ABVerror_code@system@5@I@_mfi@boost@@V?$list4@V?$value@PAVlogin_client_impl@network@vostok@@@_bi@boost@@V?$value@V?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@@Z@boost@@@23@U?$arg@$00@3@U?$arg@$01@3@@_bi@3@@_bi@3@@detail@23@@win_iocp_socket_service_base@detail@asio@boost@@QAEXAAUbase_implementation_type@0123@ABVmutable_buffers_1@23@HV?$read_op@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@Vmutable_buffers_1@23@Vtransfer_all_t@detail@23@V?$bind_t@XV?$mf3@XVlogin_client_impl@network@vostok@@ABV?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@@Z@boost@@ABVerror_code@system@5@I@_mfi@boost@@V?$list4@V?$value@PAVlogin_client_impl@network@vostok@@@_bi@boost@@V?$value@V?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@@Z@boost@@@23@U?$arg@$00@3@U?$arg@$01@3@@_bi@3@@_bi@3@@123@@Z	boost/asio/detail/win_iocp_socket_service_base.hpp	boost	done	MATCH	100	100	100	0	423		737da758ce73	
??$async_receive@Vmutable_buffers_1@asio@boost@@V?$read_op@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@Vmutable_buffers_1@23@Vtransfer_all_t@detail@23@V?$custom_alloc_handler@V?$bind_t@XV?$mf2@XV?$tcp_packet_socket@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@@network_core@vostok@@ABVerror_code@system@boost@@I@_mfi@boost@@V?$list3@V?$value@PAV?$tcp_packet_socket@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@@network_core@vostok@@@_bi@boost@@U?$arg@$00@3@U?$arg@$01@3@@_bi@3@@_bi@boost@@@network_core@vostok@@@detail@23@@win_iocp_socket_service_base@detail@asio@boost@@QAEXAAUbase_implementation_type@0123@ABVmutable_buffers_1@23@HV?$read_op@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@Vmutable_buffers_1@23@Vtransfer_all_t@detail@23@V?$custom_alloc_handler@V?$bind_t@XV?$mf2@XV?$tcp_packet_socket@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@@network_core@vostok@@ABVerror_code@system@boost@@I@_mfi@boost@@V?$list3@V?$value@PAV?$tcp_packet_socket@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@@network_core@vostok@@@_bi@boost@@U?$arg@$00@3@U?$arg@$01@3@@_bi@3@@_bi@boost@@@network_core@vostok@@@123@@Z	boost/asio/detail/win_iocp_socket_service_base.hpp	boost	done	MATCH	100	100	100	1	506		737da758ce73	auto: at 100% ceiling, demoted from queue
??$async_receive@Vmutable_buffers_1@asio@boost@@V?$read_op@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@Vmutable_buffers_1@23@Vtransfer_all_t@detail@23@V?$custom_alloc_handler@V?$bind_t@XV?$mf3@XV?$tcp_packet_socket@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@@network_core@vostok@@PBVtcp_packet@23@ABVerror_code@system@boost@@I@_mfi@boost@@V?$list4@V?$value@PAV?$tcp_packet_socket@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@@network_core@vostok@@@_bi@boost@@V?$value@PAVtcp_packet@network_core@vostok@@@23@U?$arg@$00@3@U?$arg@$01@3@@_bi@3@@_bi@boost@@@network_core@vostok@@@detail@23@@win_iocp_socket_service_base@detail@asio@boost@@QAEXAAUbase_implementation_type@0123@ABVmutable_buffers_1@23@HV?$read_op@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@Vmutable_buffers_1@23@Vtransfer_all_t@detail@23@V?$custom_alloc_handler@V?$bind_t@XV?$mf3@XV?$tcp_packet_socket@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@@network_core@vostok@@PBVtcp_packet@23@ABVerror_code@system@boost@@I@_mfi@boost@@V?$list4@V?$value@PAV?$tcp_packet_socket@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@@network_core@vostok@@@_bi@boost@@V?$value@PAVtcp_packet@network_core@vostok@@@23@U?$arg@$00@3@U?$arg@$01@3@@_bi@3@@_bi@boost@@@network_core@vostok@@@123@@Z	boost/asio/detail/win_iocp_socket_service_base.hpp	boost	done	MATCH	100	100	100	1	506		737da758ce73	auto: at 100% ceiling, demoted from queue
??$async_receive@Vmutable_buffers_1@asio@boost@@V?$read_streambuf_op@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@V?$allocator@D@stlp_std@@Vtransfer_at_least_t@detail@23@V?$bind_t@XV?$mf1@XVhttp_client@network_core@vostok@@ABVerror_code@system@boost@@@_mfi@boost@@V?$list2@V?$value@PAVhttp_client@network_core@vostok@@@_bi@boost@@U?$arg@$00@3@@_bi@3@@_bi@3@@detail@23@@win_iocp_socket_service_base@detail@asio@boost@@QAEXAAUbase_implementation_type@0123@ABVmutable_buffers_1@23@HV?$read_streambuf_op@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@V?$allocator@D@stlp_std@@Vtransfer_at_least_t@detail@23@V?$bind_t@XV?$mf1@XVhttp_client@network_core@vostok@@ABVerror_code@system@boost@@@_mfi@boost@@V?$list2@V?$value@PAVhttp_client@network_core@vostok@@@_bi@boost@@U?$arg@$00@3@@_bi@3@@_bi@3@@123@@Z	boost/asio/detail/win_iocp_socket_service_base.hpp	boost	done	MATCH	100	100	100	1	536		737da758ce73	auto: at 100% ceiling, demoted from queue
??$async_receive@Vmutable_buffers_1@asio@boost@@V?$read_until_delim_string_op@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@V?$allocator@D@stlp_std@@V?$bind_t@XV?$mf1@XVhttp_client@network_core@vostok@@ABVerror_code@system@boost@@@_mfi@boost@@V?$list2@V?$value@PAVhttp_client@network_core@vostok@@@_bi@boost@@U?$arg@$00@3@@_bi@3@@_bi@3@@detail@23@@?$stream_socket_service@Vtcp@ip@asio@boost@@@asio@boost@@QAEXAAUimplementation_type@?$win_iocp_socket_service@Vtcp@ip@asio@boost@@@detail@12@ABVmutable_buffers_1@12@HABV?$read_until_delim_string_op@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@V?$allocator@D@stlp_std@@V?$bind_t@XV?$mf1@XVhttp_client@network_core@vostok@@ABVerror_code@system@boost@@@_mfi@boost@@V?$list2@V?$value@PAVhttp_client@network_core@vostok@@@_bi@boost@@U?$arg@$00@3@@_bi@3@@_bi@3@@512@@Z	boost/asio/stream_socket_service.hpp	boost	done	MATCH	99.7857	100	100	1	123		ddc4e7a8af5e	auto: at 100% ceiling, demoted from queue
??$async_receive@Vmutable_buffers_1@asio@boost@@V?$read_until_delim_string_op@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@V?$allocator@D@stlp_std@@V?$bind_t@XV?$mf1@XVhttp_client@network_core@vostok@@ABVerror_code@system@boost@@@_mfi@boost@@V?$list2@V?$value@PAVhttp_client@network_core@vostok@@@_bi@boost@@U?$arg@$00@3@@_bi@3@@_bi@3@@detail@23@@win_iocp_socket_service_base@detail@asio@boost@@QAEXAAUbase_implementation_type@0123@ABVmutable_buffers_1@23@HV?$read_until_delim_string_op@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@V?$allocator@D@stlp_std@@V?$bind_t@XV?$mf1@XVhttp_client@network_core@vostok@@ABVerror_code@system@boost@@@_mfi@boost@@V?$list2@V?$value@PAVhttp_client@network_core@vostok@@@_bi@boost@@U?$arg@$00@3@@_bi@3@@_bi@3@@123@@Z	boost/asio/detail/win_iocp_socket_service_base.hpp	boost	done	MATCH	100	100	100	1	421		737da758ce73	auto: at 100% ceiling, demoted from queue
??$async_receive_from@Vmutable_buffers_1@asio@boost@@V?$custom_alloc_handler@V?$bind_t@XV?$mf2@XVudp_match_client@network_core@vostok@@ABVerror_code@system@boost@@I@_mfi@boost@@V?$list3@V?$value@PAVudp_match_client@network_core@vostok@@@_bi@boost@@U?$arg@$00@3@U?$arg@$01@3@@_bi@3@@_bi@boost@@@network_core@vostok@@@?$win_iocp_socket_service@Vudp@ip@asio@boost@@@detail@asio@boost@@QAEXAAUimplementation_type@0123@ABVmutable_buffers_1@23@AAV?$basic_endpoint@Vudp@ip@asio@boost@@@ip@23@HV?$custom_alloc_handler@V?$bind_t@XV?$mf2@XVudp_match_client@network_core@vostok@@ABVerror_code@system@boost@@I@_mfi@boost@@V?$list3@V?$value@PAVudp_match_client@network_core@vostok@@@_bi@boost@@U?$arg@$00@3@U?$arg@$01@3@@_bi@3@@_bi@boost@@@network_core@vostok@@@Z	boost/asio/detail/win_iocp_socket_service.hpp	boost	done	MATCH	100	100	100	1	343		b749cbb0afef	auto: at 100% ceiling, demoted from queue
??$async_resolve@V?$bind_t@XV?$mf2@XVhttp_client@network_core@vostok@@ABVerror_code@system@boost@@V?$basic_resolver_iterator@Vtcp@ip@asio@boost@@@ip@asio@6@@_mfi@boost@@V?$list3@V?$value@PAVhttp_client@network_core@vostok@@@_bi@boost@@U?$arg@$00@3@U?$arg@$01@3@@_bi@3@@_bi@boost@@@?$resolver_service@Vtcp@ip@asio@boost@@@detail@asio@boost@@QAEXAAV?$shared_ptr@X@3@ABV?$basic_resolver_query@Vtcp@ip@asio@boost@@@ip@23@V?$bind_t@XV?$mf2@XVhttp_client@network_core@vostok@@ABVerror_code@system@boost@@V?$basic_resolver_iterator@Vtcp@ip@asio@boost@@@ip@asio@6@@_mfi@boost@@V?$list3@V?$value@PAVhttp_client@network_core@vostok@@@_bi@boost@@U?$arg@$00@3@U?$arg@$01@3@@_bi@3@@_bi@3@@Z	boost/asio/detail/resolver_service.hpp	boost	done	MATCH	100	100	100	1	276		d4f7d5a35c57	auto: at 100% ceiling, demoted from queue
??$async_resolve@V?$bind_t@XV?$mf3@XVasync_connector@network_core@vostok@@PAV?$basic_resolver@Vtcp@ip@asio@boost@@V?$resolver_service@Vtcp@ip@asio@boost@@@234@@ip@asio@boost@@ABVerror_code@system@7@V?$basic_resolver_iterator@Vtcp@ip@asio@boost@@@567@@_mfi@boost@@V?$list4@V?$value@PAVasync_connector@network_core@vostok@@@_bi@boost@@V?$value@PAV?$basic_resolver@Vtcp@ip@asio@boost@@V?$resolver_service@Vtcp@ip@asio@boost@@@234@@ip@asio@boost@@@23@U?$arg@$00@3@U?$arg@$01@3@@_bi@3@@_bi@boost@@@?$resolver_service@Vtcp@ip@asio@boost@@@detail@asio@boost@@QAEXAAV?$shared_ptr@X@3@ABV?$basic_endpoint@Vtcp@ip@asio@boost@@@ip@23@V?$bind_t@XV?$mf3@XVasync_connector@network_core@vostok@@PAV?$basic_resolver@Vtcp@ip@asio@boost@@V?$resolver_service@Vtcp@ip@asio@boost@@@234@@ip@asio@boost@@ABVerror_code@system@7@V?$basic_resolver_iterator@Vtcp@ip@asio@boost@@@567@@_mfi@boost@@V?$list4@V?$value@PAVasync_connector@network_core@vostok@@@_bi@boost@@V?$value@PAV?$basic_resolver@Vtcp@ip@asio@boost@@V?$resolver_service@Vtcp@ip@asio@boost@@@234@@ip@asio@boost@@@23@U?$arg@$00@3@U?$arg@$01@3@@_bi@3@@_bi@3@@Z	boost/asio/detail/resolver_service.hpp	boost	done	MATCH	100	100	100	0	270		dbb5b3a5a02a	
??$async_resolve@V?$bind_t@XV?$mf3@XVasync_connector@network_core@vostok@@PAV?$basic_resolver@Vtcp@ip@asio@boost@@V?$resolver_service@Vtcp@ip@asio@boost@@@234@@ip@asio@boost@@ABVerror_code@system@7@V?$basic_resolver_iterator@Vtcp@ip@asio@boost@@@567@@_mfi@boost@@V?$list4@V?$value@PAVasync_connector@network_core@vostok@@@_bi@boost@@V?$value@PAV?$basic_resolver@Vtcp@ip@asio@boost@@V?$resolver_service@Vtcp@ip@asio@boost@@@234@@ip@asio@boost@@@23@U?$arg@$00@3@U?$arg@$01@3@@_bi@3@@_bi@boost@@@?$resolver_service@Vtcp@ip@asio@boost@@@detail@asio@boost@@QAEXAAV?$shared_ptr@X@3@ABV?$basic_resolver_query@Vtcp@ip@asio@boost@@@ip@23@V?$bind_t@XV?$mf3@XVasync_connector@network_core@vostok@@PAV?$basic_resolver@Vtcp@ip@asio@boost@@V?$resolver_service@Vtcp@ip@asio@boost@@@234@@ip@asio@boost@@ABVerror_code@system@7@V?$basic_resolver_iterator@Vtcp@ip@asio@boost@@@567@@_mfi@boost@@V?$list4@V?$value@PAVasync_connector@network_core@vostok@@@_bi@boost@@V?$value@PAV?$basic_resolver@Vtcp@ip@asio@boost@@V?$resolver_service@Vtcp@ip@asio@boost@@@234@@ip@asio@boost@@@23@U?$arg@$00@3@U?$arg@$01@3@@_bi@3@@_bi@3@@Z	boost/asio/detail/resolver_service.hpp	boost	done	MATCH	100	100	100	0	276		d4f7d5a35c57	
??$async_resolve@V?$bind_t@XV?$mf5@XVlogin_client_impl@network@vostok@@PAV?$basic_resolver@Vtcp@ip@asio@boost@@V?$resolver_service@Vtcp@ip@asio@boost@@@234@@ip@asio@boost@@IABV?$function@$$A6AXW4resolve_error_types_enum@vostok@@V?$basic_resolver_iterator@Vtcp@ip@asio@boost@@@ip@asio@boost@@@Z@7@ABVerror_code@system@7@V?$basic_resolver_iterator@Vtcp@ip@asio@boost@@@567@@_mfi@boost@@V?$list6@V?$value@PAVlogin_client_impl@network@vostok@@@_bi@boost@@V?$value@PAV?$basic_resolver@Vtcp@ip@asio@boost@@V?$resolver_service@Vtcp@ip@asio@boost@@@234@@ip@asio@boost@@@23@V?$value@I@23@V?$value@V?$function@$$A6AXW4resolve_error_types_enum@vostok@@V?$basic_resolver_iterator@Vtcp@ip@asio@boost@@@ip@asio@boost@@@Z@boost@@@23@U?$arg@$00@3@U?$arg@$01@3@@_bi@3@@_bi@boost@@@?$basic_resolver@Vtcp@ip@asio@boost@@V?$resolver_service@Vtcp@ip@asio@boost@@@234@@ip@asio@boost@@QAEXABV?$basic_resolver_query@Vtcp@ip@asio@boost@@@123@ABV?$bind_t@XV?$mf5@XVlogin_client_impl@network@vostok@@PAV?$basic_resolver@Vtcp@ip@asio@boost@@V?$resolver_service@Vtcp@ip@asio@boost@@@234@@ip@asio@boost@@IABV?$function@$$A6AXW4resolve_error_types_enum@vostok@@V?$basic_resolver_iterator@Vtcp@ip@asio@boost@@@ip@asio@boost@@@Z@7@ABVerror_code@system@7@V?$basic_resolver_iterator@Vtcp@ip@asio@boost@@@567@@_mfi@boost@@V?$list6@V?$value@PAVlogin_client_impl@network@vostok@@@_bi@boost@@V?$value@PAV?$basic_resolver@Vtcp@ip@asio@boost@@V?$resolver_service@Vtcp@ip@asio@boost@@@234@@ip@asio@boost@@@23@V?$value@I@23@V?$value@V?$function@$$A6AXW4resolve_error_types_enum@vostok@@V?$basic_resolver_iterator@Vtcp@ip@asio@boost@@@ip@asio@boost@@@Z@boost@@@23@U?$arg@$00@3@U?$arg@$01@3@@_bi@3@@_bi@3@@Z	boost/asio/ip/basic_resolver.hpp	boost	done	MATCH	100	100	100	0	40		af1ba9e4248c	
??$async_resolve@V?$bind_t@XV?$mf5@XVlogin_client_impl@network@vostok@@PAV?$basic_resolver@Vtcp@ip@asio@boost@@V?$resolver_service@Vtcp@ip@asio@boost@@@234@@ip@asio@boost@@IABV?$function@$$A6AXW4resolve_error_types_enum@vostok@@V?$basic_resolver_iterator@Vtcp@ip@asio@boost@@@ip@asio@boost@@@Z@7@ABVerror_code@system@7@V?$basic_resolver_iterator@Vtcp@ip@asio@boost@@@567@@_mfi@boost@@V?$list6@V?$value@PAVlogin_client_impl@network@vostok@@@_bi@boost@@V?$value@PAV?$basic_resolver@Vtcp@ip@asio@boost@@V?$resolver_service@Vtcp@ip@asio@boost@@@234@@ip@asio@boost@@@23@V?$value@I@23@V?$value@V?$function@$$A6AXW4resolve_error_types_enum@vostok@@V?$basic_resolver_iterator@Vtcp@ip@asio@boost@@@ip@asio@boost@@@Z@boost@@@23@U?$arg@$00@3@U?$arg@$01@3@@_bi@3@@_bi@boost@@@?$resolver_service@Vtcp@ip@asio@boost@@@detail@asio@boost@@QAEXAAV?$shared_ptr@X@3@ABV?$basic_endpoint@Vtcp@ip@asio@boost@@@ip@23@V?$bind_t@XV?$mf5@XVlogin_client_impl@network@vostok@@PAV?$basic_resolver@Vtcp@ip@asio@boost@@V?$resolver_service@Vtcp@ip@asio@boost@@@234@@ip@asio@boost@@IABV?$function@$$A6AXW4resolve_error_types_enum@vostok@@V?$basic_resolver_iterator@Vtcp@ip@asio@boost@@@ip@asio@boost@@@Z@7@ABVerror_code@system@7@V?$basic_resolver_iterator@Vtcp@ip@asio@boost@@@567@@_mfi@boost@@V?$list6@V?$value@PAVlogin_client_impl@network@vostok@@@_bi@boost@@V?$value@PAV?$basic_resolver@Vtcp@ip@asio@boost@@V?$resolver_service@Vtcp@ip@asio@boost@@@234@@ip@asio@boost@@@23@V?$value@I@23@V?$value@V?$function@$$A6AXW4resolve_error_types_enum@vostok@@V?$basic_resolver_iterator@Vtcp@ip@asio@boost@@@ip@asio@boost@@@Z@boost@@@23@U?$arg@$00@3@U?$arg@$01@3@@_bi@3@@_bi@3@@Z	boost/asio/detail/resolver_service.hpp	boost	done	MATCH	100	100	100	0	284		dbb5b3a5a02a	
??$async_resolve@V?$bind_t@XV?$mf5@XVlogin_client_impl@network@vostok@@PAV?$basic_resolver@Vtcp@ip@asio@boost@@V?$resolver_service@Vtcp@ip@asio@boost@@@234@@ip@asio@boost@@IABV?$function@$$A6AXW4resolve_error_types_enum@vostok@@V?$basic_resolver_iterator@Vtcp@ip@asio@boost@@@ip@asio@boost@@@Z@7@ABVerror_code@system@7@V?$basic_resolver_iterator@Vtcp@ip@asio@boost@@@567@@_mfi@boost@@V?$list6@V?$value@PAVlogin_client_impl@network@vostok@@@_bi@boost@@V?$value@PAV?$basic_resolver@Vtcp@ip@asio@boost@@V?$resolver_service@Vtcp@ip@asio@boost@@@234@@ip@asio@boost@@@23@V?$value@I@23@V?$value@V?$function@$$A6AXW4resolve_error_types_enum@vostok@@V?$basic_resolver_iterator@Vtcp@ip@asio@boost@@@ip@asio@boost@@@Z@boost@@@23@U?$arg@$00@3@U?$arg@$01@3@@_bi@3@@_bi@boost@@@?$resolver_service@Vtcp@ip@asio@boost@@@detail@asio@boost@@QAEXAAV?$shared_ptr@X@3@ABV?$basic_resolver_query@Vtcp@ip@asio@boost@@@ip@23@V?$bind_t@XV?$mf5@XVlogin_client_impl@network@vostok@@PAV?$basic_resolver@Vtcp@ip@asio@boost@@V?$resolver_service@Vtcp@ip@asio@boost@@@234@@ip@asio@boost@@IABV?$function@$$A6AXW4resolve_error_types_enum@vostok@@V?$basic_resolver_iterator@Vtcp@ip@asio@boost@@@ip@asio@boost@@@Z@7@ABVerror_code@system@7@V?$basic_resolver_iterator@Vtcp@ip@asio@boost@@@567@@_mfi@boost@@V?$list6@V?$value@PAVlogin_client_impl@network@vostok@@@_bi@boost@@V?$value@PAV?$basic_resolver@Vtcp@ip@asio@boost@@V?$resolver_service@Vtcp@ip@asio@boost@@@234@@ip@asio@boost@@@23@V?$value@I@23@V?$value@V?$function@$$A6AXW4resolve_error_types_enum@vostok@@V?$basic_resolver_iterator@Vtcp@ip@asio@boost@@@ip@asio@boost@@@Z@boost@@@23@U?$arg@$00@3@U?$arg@$01@3@@_bi@3@@_bi@3@@Z	boost/asio/detail/resolver_service.hpp	boost	done	MATCH	100	100	100	0	284		d4f7d5a35c57	
??$async_resolve@V?$bind_t@XV?$mf5@XVlogin_client_impl@network@vostok@@PAV?$basic_resolver@Vtcp@ip@asio@boost@@V?$resolver_service@Vtcp@ip@asio@boost@@@234@@ip@asio@boost@@IABV?$function@$$A6AXW4resolve_error_types_enum@vostok@@V?$basic_resolver_iterator@Vtcp@ip@asio@boost@@@ip@asio@boost@@@Z@7@ABVerror_code@system@7@V?$basic_resolver_iterator@Vtcp@ip@asio@boost@@@567@@_mfi@boost@@V?$list6@V?$value@PAVlogin_client_impl@network@vostok@@@_bi@boost@@V?$value@PAV?$basic_resolver@Vtcp@ip@asio@boost@@V?$resolver_service@Vtcp@ip@asio@boost@@@234@@ip@asio@boost@@@23@V?$value@I@23@V?$value@V?$function@$$A6AXW4resolve_error_types_enum@vostok@@V?$basic_resolver_iterator@Vtcp@ip@asio@boost@@@ip@asio@boost@@@Z@boost@@@23@U?$arg@$00@3@U?$arg@$01@3@@_bi@3@@_bi@boost@@@?$resolver_service@Vtcp@ip@asio@boost@@@ip@asio@boost@@QAEXAAV?$shared_ptr@X@3@ABV?$basic_endpoint@Vtcp@ip@asio@boost@@@123@ABV?$bind_t@XV?$mf5@XVlogin_client_impl@network@vostok@@PAV?$basic_resolver@Vtcp@ip@asio@boost@@V?$resolver_service@Vtcp@ip@asio@boost@@@234@@ip@asio@boost@@IABV?$function@$$A6AXW4resolve_error_types_enum@vostok@@V?$basic_resolver_iterator@Vtcp@ip@asio@boost@@@ip@asio@boost@@@Z@7@ABVerror_code@system@7@V?$basic_resolver_iterator@Vtcp@ip@asio@boost@@@567@@_mfi@boost@@V?$list6@V?$value@PAVlogin_client_impl@network@vostok@@@_bi@boost@@V?$value@PAV?$basic_resolver@Vtcp@ip@asio@boost@@V?$resolver_service@Vtcp@ip@asio@boost@@@234@@ip@asio@boost@@@23@V?$value@I@23@V?$value@V?$function@$$A6AXW4resolve_error_types_enum@vostok@@V?$basic_resolver_iterator@Vtcp@ip@asio@boost@@@ip@asio@boost@@@Z@boost@@@23@U?$arg@$00@3@U?$arg@$01@3@@_bi@3@@_bi@3@@Z	boost/asio/ip/resolver_service.hpp	boost	done	MATCH	100	100	100	0	122		b42350a0453f	
